participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;player.id_in_group;player.foil_id;player.foil_type;player.plausibility1;player.plausibility2;player.plausibility3;player.typicality1;player.typicality2;player.typicality3;player.suitability;player.sparseness;player.conciseness;player.payoff;group.id_in_subsession;subsession.round_number;session.code;session.label;session.experimenter_name;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo
1;yladnt3b;;0;50;49;feedback;Feedback;2020-06-23 13:09:26.476661+00:00;1;;;0;1;260298ab-7341-40ef-bda4-6ba181af275f;wachter;5;5;1;1;4;4;4;4;1;0;1;4;yhmc2rv9;;;;;;1
1;yladnt3b;;0;50;49;feedback;Feedback;2020-06-23 13:09:26.476661+00:00;1;;;0;1;704c3b81-fc0b-40bb-b4c1-fa229fed6beb;wachter;5;2;1;1;2;2;4;4;1;0;1;5;yhmc2rv9;;;;;;1
1;yladnt3b;;0;50;49;feedback;Feedback;2020-06-23 13:09:26.476661+00:00;1;;;0;1;afa1fd74-bb17-4367-b2ae-8a4739d4dc4c;cocomix;5;5;1;1;5;4;4;4;4;0;1;6;yhmc2rv9;;;;;;1
1;yladnt3b;;0;50;49;feedback;Feedback;2020-06-23 13:09:26.476661+00:00;1;;;0;1;e12c2ed5-3190-4358-9139-0be1b1b10537;cocomix;4;2;2;4;2;2;3;2;5;0;1;7;yhmc2rv9;;;;;;1
1;yladnt3b;;0;50;49;feedback;Feedback;2020-06-23 13:09:26.476661+00:00;1;;;0;1;3d01757b-d905-40e6-a618-e7bc8382c87d;wachter;5;4;2;2;5;2;3;2;4;0;1;8;yhmc2rv9;;;;;;1
1;2s0zmya2;;0;50;49;feedback;Feedback;2020-06-23 13:17:58.608640+00:00;1;;;0;1;18da500c-095a-49b5-bec0-d0c73bc51c96;wachter;1;1;1;1;1;1;1;1;1;0;1;1;pcf67f81;;;;;;0
6;usogfv9m;;0;44;49;evaluate_explanations;Evaluate;2020-06-23 13:47:28.286549+00:00;1;;;0;6;01c440eb-cafd-47a8-b5b5-7dc2374357dc;wachter;4;3;1;5;2;1;5;3;1;0;1;1;pcf67f81;;;;;;0
8;l70ps2fd;;0;50;49;feedback;Feedback;2020-06-23 13:47:29.401623+00:00;1;;;0;8;3ee378e4-6eba-4498-9280-00d55aefeea9;wachter;3;3;2;2;4;1;1;5;1;0;1;1;pcf67f81;;;;;;0
9;f6695wij;;0;50;49;feedback;Feedback;2020-06-23 13:47:29.758038+00:00;1;;;0;9;a097f9f9-b919-4c01-9ad7-65de0f0e3c9e;cocomix;3;3;3;3;2;2;3;2;4;0;1;1;pcf67f81;;;;;;0
10;xbaawojz;;0;50;49;feedback;Feedback;2020-06-23 13:47:31.162980+00:00;1;;;0;10;84ba149a-675b-425a-83d7-88856aefca41;wachter;3;2;2;4;2;3;4;1;3;0;1;1;pcf67f81;;;;;;0
12;rixtvvs6;;0;50;49;feedback;Feedback;2020-06-23 13:47:55.277423+00:00;1;;;0;12;7059a063-bb61-4aa5-bb3f-bbd72f5b89a8;cocomix;2;1;4;5;2;2;5;4;1;0;1;1;pcf67f81;;;;;;0
13;h676cbo5;;0;50;49;feedback;Feedback;2020-06-23 13:47:58.751415+00:00;1;;;0;13;6fc55095-7941-49e2-8e42-58c75d575781;cocomix;5;5;1;2;4;4;3;4;1;0;1;1;pcf67f81;;;;;;0
14;eva764g4;;0;36;49;evaluate_explanations;Evaluate;2020-06-23 13:48:00.602626+00:00;1;;;0;14;4f9bb1b1-819d-4a5e-9221-b286c61619fd;cocomix;5;5;1;2;4;3;5;5;1;0;1;1;pcf67f81;;;;;;0
17;85td43z5;;0;50;49;feedback;Feedback;2020-06-23 13:48:22.993737+00:00;1;;;0;17;7059a063-bb61-4aa5-bb3f-bbd72f5b89a8;cocomix;4;2;2;4;1;1;4;4;2;0;1;1;pcf67f81;;;;;;0
18;1w6yktgc;;0;50;49;feedback;Feedback;2020-06-23 13:48:29.748929+00:00;1;;;0;18;704c3b81-fc0b-40bb-b4c1-fa229fed6beb;wachter;4;1;4;5;4;1;4;4;3;0;1;1;pcf67f81;;;;;;0
19;f73o3c39;;0;50;49;feedback;Feedback;2020-06-23 13:48:49.117057+00:00;1;;;0;19;1a81e132-ddf7-4869-bbdf-c06b39831173;cocomix;4;4;1;4;2;1;4;5;4;0;1;1;pcf67f81;;;;;;0
20;tmhkidvs;;0;50;49;feedback;Feedback;2020-06-23 13:48:49.995075+00:00;1;;;0;20;e5a2c454-048a-4ab0-ac3e-201fbf2432a7;wachter;5;4;1;2;4;3;5;4;2;0;1;1;pcf67f81;;;;;;0
21;f82su5ev;;0;50;49;feedback;Feedback;2020-06-23 13:49:06.949875+00:00;1;;;0;21;67539958-ef27-4345-bdac-0bc99d7243d5;cocomix;3;3;3;4;3;2;2;2;4;0;1;1;pcf67f81;;;;;;0
24;vop1kw6i;;0;50;49;feedback;Feedback;2020-06-23 13:50:45.090973+00:00;1;;;0;24;49df7ba0-2081-40f7-bde6-ba97b15dee69;cocomix;4;3;1;4;2;3;4;4;1;0;1;1;pcf67f81;;;;;;0
30;nv2flw38;;0;50;49;feedback;Feedback;2020-06-23 14:34:07.360789+00:00;1;;;0;30;5a2aa1fb-f5f9-42e5-90b5-7e0232aac26c;cocomix;4;4;1;2;3;1;3;4;2;0;1;1;pcf67f81;;;;;;0
32;nniwkhcd;;0;50;49;feedback;Feedback;2020-06-23 15:19:09.915134+00:00;1;;;0;32;f6203145-b07d-44eb-8743-1cea75614ea2;wachter;4;3;2;5;2;2;5;5;2;0;1;1;pcf67f81;;;;;;0
33;gay4wcmx;;0;50;49;feedback;Feedback;2020-06-23 17:10:39.417801+00:00;1;;;0;33;d89193dd-c804-438e-b4de-fd1419a4baa5;wachter;4;3;3;4;3;3;5;4;4;0;1;1;pcf67f81;;;;;;0
34;i9b2pynn;;0;50;49;feedback;Feedback;2020-06-23 19:37:15.090202+00:00;1;;;0;34;15489ad8-5b33-420c-b68f-a826ae77fd9e;wachter;4;2;2;4;5;2;2;2;1;0;1;1;pcf67f81;;;;;;0
35;x0p2h2zv;;0;50;49;feedback;Feedback;2020-06-23 19:56:10.361464+00:00;1;;;0;35;93626015-6504-481f-9f80-8b30741c4adc;cocomix;2;3;1;4;3;3;3;4;1;0;1;1;pcf67f81;;;;;;0
38;sl3hmjno;;0;50;49;feedback;Feedback;2020-06-24 06:03:11.949214+00:00;1;;;0;38;2c8a6a04-603b-4352-95c8-e64d4988333d;wachter;1;2;3;3;1;1;1;1;4;0;1;1;pcf67f81;;;;;;0
39;r9et9qdj;;0;50;49;feedback;Feedback;2020-06-24 06:12:17.463866+00:00;1;;;0;39;d581bc65-ce6e-4767-bb2a-9c249a6eb894;cocomix;5;4;1;3;2;1;4;4;2;0;1;1;pcf67f81;;;;;;0
40;qjuwk96g;;0;50;49;feedback;Feedback;2020-06-24 07:01:34.481630+00:00;1;;;0;40;9930c50e-4344-4d09-b61f-a097a5eb7c48;cocomix;5;5;1;2;4;4;4;4;1;0;1;1;pcf67f81;;;;;;0
41;2huqiur8;;0;50;49;feedback;Feedback;2020-06-24 07:21:51.613230+00:00;1;;;0;41;f891bf8c-c9df-4c3d-addf-7fa1495645e6;cocomix;4;5;1;4;2;2;4;3;2;0;1;1;pcf67f81;;;;;;0
42;sdxoriin;;0;50;49;feedback;Feedback;2020-06-24 07:46:35.705850+00:00;1;;;0;42;f32ba169-8c6e-473d-9a26-d58e91226eea;wachter;3;3;3;4;3;2;2;1;1;0;1;1;pcf67f81;;;;;;0
44;ub592os8;;0;50;49;feedback;Feedback;2020-06-24 08:18:34.604379+00:00;1;;;0;44;da69e221-6113-4266-a70e-292fd9e3caa2;cocomix;5;5;2;2;3;1;4;5;1;0;1;1;pcf67f81;;;;;;0
46;zr8bdibn;;0;50;49;feedback;Feedback;2020-06-24 11:28:27.319194+00:00;1;;;0;46;fc66e3f5-1416-4ae5-b746-ebd56a4e552c;cocomix;4;4;1;1;4;3;2;3;1;0;1;1;pcf67f81;;;;;;0
47;ypwuadp6;;0;50;49;feedback;Feedback;2020-06-24 12:35:52.929612+00:00;1;;;0;47;2362d0d0-a2ee-4753-a92f-509cb079f1f2;cocomix;4;4;1;2;3;4;2;2;1;0;1;1;pcf67f81;;;;;;0
50;2byhvtpx;;0;50;49;feedback;Feedback;2020-06-25 10:22:43.750750+00:00;1;;;0;50;87991abb-54fb-4201-a890-567ed17af9f9;cocomix;4;3;2;4;2;1;2;3;3;0;1;1;pcf67f81;;;;;;0
51;6m9q1xnp;;0;50;49;feedback;Feedback;2020-06-25 12:36:29.912347+00:00;1;;;0;51;95f0c7a0-0ebe-42ae-8839-48c6ca686699;wachter;4;4;2;3;4;2;4;5;1;0;1;1;pcf67f81;;;;;;0
52;prbagfr6;;0;50;49;feedback;Feedback;2020-06-30 11:48:34.276433+00:00;1;;;0;52;f32ba169-8c6e-473d-9a26-d58e91226eea;wachter;2;3;2;3;1;2;3;5;5;0;1;1;pcf67f81;;;;;;0
55;2hx44k18;;0;50;49;feedback;Feedback;2020-07-01 08:35:51.753222+00:00;1;;;0;55;12321719-300d-4724-8f96-658ab2fc8b69;wachter;4;3;2;3;3;2;4;4;2;0;1;1;pcf67f81;;;;;;0
57;nj1r0afs;;0;50;49;feedback;Feedback;2020-07-01 08:43:20.506656+00:00;1;;;0;57;6350f4d1-0de0-4fee-bbb1-8e278d4e04b6;wachter;3;3;3;3;3;3;3;3;3;0;1;1;pcf67f81;;;;;;0
58;pu1w0ffo;;0;36;49;evaluate_explanations;Evaluate;2020-07-01 08:50:50.661992+00:00;1;;;0;58;45388d60-ea0c-4453-81b9-06da59af0e0c;wachter;4;4;3;4;2;3;4;4;5;0;1;1;pcf67f81;;;;;;0
65;ow298yrh;;0;50;49;feedback;Feedback;2020-07-01 09:07:24.040159+00:00;1;;;0;65;6b4b0d42-a6b3-4ab8-94fa-0112b9b9a6f2;cocomix;4;5;2;2;5;3;2;2;2;0;1;1;pcf67f81;;;;;;0
67;pq9fryej;;0;50;49;feedback;Feedback;2020-07-01 09:21:56.152946+00:00;1;;;0;67;b9904bf5-a286-401f-8a96-61484dc442f6;cocomix;5;4;1;4;2;1;3;4;4;0;1;1;pcf67f81;;;;;;0
70;cd6wkl5e;;0;50;49;feedback;Feedback;2020-07-01 09:54:46.062980+00:00;1;;;0;70;5fb57057-ca77-40b7-9a38-6d4d3ce7e2ae;wachter;2;2;1;5;2;2;5;1;1;0;1;1;pcf67f81;;;;;;0
73;nacugfdn;;0;50;49;feedback;Feedback;2020-07-01 11:06:05.390685+00:00;1;;;0;73;93626015-6504-481f-9f80-8b30741c4adc;cocomix;3;4;1;3;5;5;4;4;1;0;1;1;pcf67f81;;;;;;0
74;grnj182s;;0;50;49;feedback;Feedback;2020-07-01 12:12:34.099130+00:00;1;;;0;74;5b3f29c8-79a5-470a-af13-efeed658e322;cocomix;4;3;1;2;3;1;2;2;2;0;1;1;pcf67f81;;;;;;0
75;im0xipee;;0;50;49;feedback;Feedback;2020-07-01 13:16:22.199035+00:00;1;;;0;75;1189ddf4-4157-4697-ac14-fa3f2d99892f;wachter;2;1;4;5;1;1;1;3;2;0;1;1;pcf67f81;;;;;;0
78;jxf6ki08;;0;50;49;feedback;Feedback;2020-07-02 10:46:21.651269+00:00;1;;;0;78;5a2aa1fb-f5f9-42e5-90b5-7e0232aac26c;cocomix;4;4;1;4;2;2;4;4;4;0;1;1;pcf67f81;;;;;;0
79;q1gf1i44;;0;50;49;feedback;Feedback;2020-07-03 08:01:25.421015+00:00;1;;;0;79;4a66e901-b0da-4af5-9d33-181665918c9f;cocomix;4;4;1;2;3;2;1;2;2;0;1;1;pcf67f81;;;;;;0
80;o4sj8rzm;;0;50;49;feedback;Feedback;2020-07-04 16:35:23.274306+00:00;1;;;0;80;f891bf8c-c9df-4c3d-addf-7fa1495645e6;cocomix;3;3;2;4;2;1;2;4;5;0;1;1;pcf67f81;;;;;;0
1;2s0zmya2;;0;50;49;feedback;Feedback;2020-06-23 13:17:58.608640+00:00;1;;;0;1;afa1fd74-bb17-4367-b2ae-8a4739d4dc4c;cocomix;1;1;1;1;1;1;1;1;1;0;1;2;pcf67f81;;;;;;0
6;usogfv9m;;0;44;49;evaluate_explanations;Evaluate;2020-06-23 13:47:28.286549+00:00;1;;;0;6;4ffd6b54-4222-49dc-975d-98fea2c5131a;cocomix;5;5;1;1;4;3;2;3;1;0;1;2;pcf67f81;;;;;;0
8;l70ps2fd;;0;50;49;feedback;Feedback;2020-06-23 13:47:29.401623+00:00;1;;;0;8;199233f6-8826-45a0-9e57-252a29b109d7;cocomix;3;3;3;3;2;2;3;1;3;0;1;2;pcf67f81;;;;;;0
9;f6695wij;;0;50;49;feedback;Feedback;2020-06-23 13:47:29.758038+00:00;1;;;0;9;e8acb6f6-8a5c-4c28-bb80-323ac08ca677;cocomix;4;4;2;4;4;4;4;3;2;0;1;2;pcf67f81;;;;;;0
10;xbaawojz;;0;50;49;feedback;Feedback;2020-06-23 13:47:31.162980+00:00;1;;;0;10;5afa5fec-92cf-43da-9ecc-ad976bf65c26;cocomix;4;3;2;4;3;2;4;4;3;0;1;2;pcf67f81;;;;;;0
12;rixtvvs6;;0;50;49;feedback;Feedback;2020-06-23 13:47:55.277423+00:00;1;;;0;12;5b3f29c8-79a5-470a-af13-efeed658e322;cocomix;5;5;1;4;2;2;5;5;1;0;1;2;pcf67f81;;;;;;0
13;h676cbo5;;0;50;49;feedback;Feedback;2020-06-23 13:47:58.751415+00:00;1;;;0;13;a097f9f9-b919-4c01-9ad7-65de0f0e3c9e;cocomix;5;5;1;3;3;2;4;4;2;0;1;2;pcf67f81;;;;;;0
17;85td43z5;;0;50;49;feedback;Feedback;2020-06-23 13:48:22.993737+00:00;1;;;0;17;a097f9f9-b919-4c01-9ad7-65de0f0e3c9e;cocomix;4;4;1;2;3;3;4;5;4;0;1;2;pcf67f81;;;;;;0
18;1w6yktgc;;0;50;49;feedback;Feedback;2020-06-23 13:48:29.748929+00:00;1;;;0;18;c5b2e78c-2ba5-4a8b-aff0-e45ef8941ff8;wachter;4;4;2;2;4;2;2;4;4;0;1;2;pcf67f81;;;;;;0
19;f73o3c39;;0;50;49;feedback;Feedback;2020-06-23 13:48:49.117057+00:00;1;;;0;19;be6b25d0-d925-463b-8124-f2ee3540fc2b;wachter;4;4;3;2;3;2;3;3;3;0;1;2;pcf67f81;;;;;;0
20;tmhkidvs;;0;50;49;feedback;Feedback;2020-06-23 13:48:49.995075+00:00;1;;;0;20;f3e44bdf-1637-4a92-8337-f4febc152021;wachter;4;4;1;2;3;3;2;2;1;0;1;2;pcf67f81;;;;;;0
21;f82su5ev;;0;50;49;feedback;Feedback;2020-06-23 13:49:06.949875+00:00;1;;;0;21;4a66e901-b0da-4af5-9d33-181665918c9f;cocomix;4;4;2;4;2;1;4;4;4;0;1;2;pcf67f81;;;;;;0
24;vop1kw6i;;0;50;49;feedback;Feedback;2020-06-23 13:50:45.090973+00:00;1;;;0;24;199233f6-8826-45a0-9e57-252a29b109d7;cocomix;2;4;1;4;4;4;1;1;3;0;1;2;pcf67f81;;;;;;0
30;nv2flw38;;0;50;49;feedback;Feedback;2020-06-23 14:34:07.360789+00:00;1;;;0;30;4f9bb1b1-819d-4a5e-9221-b286c61619fd;cocomix;5;4;2;1;4;4;4;4;2;0;1;2;pcf67f81;;;;;;0
32;nniwkhcd;;0;50;49;feedback;Feedback;2020-06-23 15:19:09.915134+00:00;1;;;0;32;b9904bf5-a286-401f-8a96-61484dc442f6;cocomix;5;3;1;5;5;1;5;5;3;0;1;2;pcf67f81;;;;;;0
33;gay4wcmx;;0;50;49;feedback;Feedback;2020-06-23 17:10:39.417801+00:00;1;;;0;33;80c3c389-77b5-4393-9c37-302c33d6fbf1;wachter;5;5;5;2;3;5;4;5;3;0;1;2;pcf67f81;;;;;;0
34;i9b2pynn;;0;50;49;feedback;Feedback;2020-06-23 19:37:15.090202+00:00;1;;;0;34;bcbe8199-787a-4d7e-855e-49e178275c3a;wachter;3;2;3;2;2;2;4;4;4;0;1;2;pcf67f81;;;;;;0
35;x0p2h2zv;;0;50;49;feedback;Feedback;2020-06-23 19:56:10.361464+00:00;1;;;0;35;921f9f95-5240-46a0-8ced-3a3d50404992;cocomix;5;2;1;1;4;4;1;1;1;0;1;2;pcf67f81;;;;;;0
38;sl3hmjno;;0;50;49;feedback;Feedback;2020-06-24 06:03:11.949214+00:00;1;;;0;38;4ffd6b54-4222-49dc-975d-98fea2c5131a;cocomix;4;5;1;1;4;5;5;4;1;0;1;2;pcf67f81;;;;;;0
39;r9et9qdj;;0;50;49;feedback;Feedback;2020-06-24 06:12:17.463866+00:00;1;;;0;39;fc66e3f5-1416-4ae5-b746-ebd56a4e552c;cocomix;2;2;3;4;2;1;2;2;3;0;1;2;pcf67f81;;;;;;0
40;qjuwk96g;;0;50;49;feedback;Feedback;2020-06-24 07:01:34.481630+00:00;1;;;0;40;18da500c-095a-49b5-bec0-d0c73bc51c96;wachter;5;5;1;1;4;4;4;3;1;0;1;2;pcf67f81;;;;;;0
41;2huqiur8;;0;50;49;feedback;Feedback;2020-06-24 07:21:51.613230+00:00;1;;;0;41;0ea2ecb7-eb90-4529-a523-96d63f760c6f;wachter;5;3;1;3;2;2;4;4;3;0;1;2;pcf67f81;;;;;;0
42;sdxoriin;;0;50;49;feedback;Feedback;2020-06-24 07:46:35.705850+00:00;1;;;0;42;2b06b386-78ac-4289-905d-dd8c6d8bc56b;cocomix;4;4;2;2;4;4;4;4;2;0;1;2;pcf67f81;;;;;;0
44;ub592os8;;0;50;49;feedback;Feedback;2020-06-24 08:18:34.604379+00:00;1;;;0;44;afa1fd74-bb17-4367-b2ae-8a4739d4dc4c;cocomix;5;4;2;5;2;1;4;5;2;0;1;2;pcf67f81;;;;;;0
46;zr8bdibn;;0;50;49;feedback;Feedback;2020-06-24 11:28:27.319194+00:00;1;;;0;46;a886e0e1-c816-40bc-a573-1aae6d36e554;wachter;4;4;1;1;5;4;4;4;1;0;1;2;pcf67f81;;;;;;0
47;ypwuadp6;;0;50;49;feedback;Feedback;2020-06-24 12:35:52.929612+00:00;1;;;0;47;6350f4d1-0de0-4fee-bbb1-8e278d4e04b6;wachter;4;4;1;2;2;2;3;3;1;0;1;2;pcf67f81;;;;;;0
50;2byhvtpx;;0;50;49;feedback;Feedback;2020-06-25 10:22:43.750750+00:00;1;;;0;50;6d797379-7b2a-4782-9485-cedfe5682d96;wachter;4;4;3;4;4;2;2;1;1;0;1;2;pcf67f81;;;;;;0
51;6m9q1xnp;;0;50;49;feedback;Feedback;2020-06-25 12:36:29.912347+00:00;1;;;0;51;7059a063-bb61-4aa5-bb3f-bbd72f5b89a8;cocomix;4;4;1;2;4;3;4;4;2;0;1;2;pcf67f81;;;;;;0
52;prbagfr6;;0;50;49;feedback;Feedback;2020-06-30 11:48:34.276433+00:00;1;;;0;52;b25e268f-e53e-434b-a009-8aaafd361a88;wachter;5;5;1;3;4;3;2;5;1;0;1;2;pcf67f81;;;;;;0
55;2hx44k18;;0;50;49;feedback;Feedback;2020-07-01 08:35:51.753222+00:00;1;;;0;55;e5a2c454-048a-4ab0-ac3e-201fbf2432a7;wachter;4;3;2;3;4;2;2;2;2;0;1;2;pcf67f81;;;;;;0
57;nj1r0afs;;0;50;49;feedback;Feedback;2020-07-01 08:43:20.506656+00:00;1;;;0;57;a34233fa-e919-4518-a8e9-9fee4f235193;cocomix;4;4;4;4;4;4;4;4;4;0;1;2;pcf67f81;;;;;;0
65;ow298yrh;;0;50;49;feedback;Feedback;2020-07-01 09:07:24.040159+00:00;1;;;0;65;1189ddf4-4157-4697-ac14-fa3f2d99892f;wachter;4;4;1;2;3;3;4;5;3;0;1;2;pcf67f81;;;;;;0
67;pq9fryej;;0;50;49;feedback;Feedback;2020-07-01 09:21:56.152946+00:00;1;;;0;67;0c82621c-ecf6-4cea-8a3b-617d48a599e6;cocomix;4;4;1;2;4;4;3;3;5;0;1;2;pcf67f81;;;;;;0
70;cd6wkl5e;;0;50;49;feedback;Feedback;2020-07-01 09:54:46.062980+00:00;1;;;0;70;eacda612-5cec-43fc-b887-187a5187a15f;wachter;4;4;2;5;5;3;4;4;1;0;1;2;pcf67f81;;;;;;0
73;nacugfdn;;0;50;49;feedback;Feedback;2020-07-01 11:06:05.390685+00:00;1;;;0;73;acad7a61-bf4a-4d25-984a-24fd85e81c63;wachter;4;3;1;5;2;2;4;4;1;0;1;2;pcf67f81;;;;;;0
74;grnj182s;;0;50;49;feedback;Feedback;2020-07-01 12:12:34.099130+00:00;1;;;0;74;c5b2e78c-2ba5-4a8b-aff0-e45ef8941ff8;wachter;4;5;1;2;4;3;4;3;1;0;1;2;pcf67f81;;;;;;0
75;im0xipee;;0;50;49;feedback;Feedback;2020-07-01 13:16:22.199035+00:00;1;;;0;75;f3e44bdf-1637-4a92-8337-f4febc152021;wachter;3;4;1;3;2;3;4;4;2;0;1;2;pcf67f81;;;;;;0
78;jxf6ki08;;0;50;49;feedback;Feedback;2020-07-02 10:46:21.651269+00:00;1;;;0;78;a886e0e1-c816-40bc-a573-1aae6d36e554;wachter;2;1;4;4;2;3;3;3;3;0;1;2;pcf67f81;;;;;;0
79;q1gf1i44;;0;50;49;feedback;Feedback;2020-07-03 08:01:25.421015+00:00;1;;;0;79;64f49b98-8c3c-4133-8829-50930438f800;wachter;5;4;2;2;4;3;2;2;1;0;1;2;pcf67f81;;;;;;0
80;o4sj8rzm;;0;50;49;feedback;Feedback;2020-07-04 16:35:23.274306+00:00;1;;;0;80;4abccfca-3e7b-455f-8a0d-a02983d32c2f;wachter;4;4;1;2;4;4;2;2;2;0;1;2;pcf67f81;;;;;;0
1;2s0zmya2;;0;50;49;feedback;Feedback;2020-06-23 13:17:58.608640+00:00;1;;;0;1;bcbe8199-787a-4d7e-855e-49e178275c3a;wachter;1;1;1;1;1;1;1;1;1;0;1;3;pcf67f81;;;;;;0
